TE	Aff3	Arid1b	Bach1	Bach2	Baz2b	Bcl11a	Cebpa	Cebpe	Clock	Creb5	Crebl2	Crebrf	Dach1	Ebf1	Erg	Ets1	Fosb	Foxn3	Foxo1	Foxo3	Gata1	Gata2	Gata3	Gfi1	Gfi1b	Hivep2	Hivep3	Hlf	Hmga2	Hoxa7	Hoxa9	Hoxb3	Ikzf2	Irf7	Irf8	Irf9	Junb	Klf1	Klf12	Klf2	Klf3	Klf4	Klf6	Mecom	Mef2c	Meis1	Mis18bp1	Mycn	Nfat5	Nfe2	Nfia	Nkx2-3	Parp12	Pbx1	Pgr	Plag1	Plek	Plscr1	Pou2f2	Prdm16	Rel	Rfx3	Rora	Runx1	Runx2	Satb1	Smad7	Sox5	Sox6	Sp4	Spi1	Stat1	Stat4	Tal1	Tcf4	Tcf7l2	Tox	Tsc22d1	Tsc22d3	Zbtb20	Zeb2	Zfhx3	Zfp1	Zfp113	Zfp36l1	Zfp385a	Zfp395	Zfp467	Zfp521	Zfp532	Zfp608	Zfp799	Zfp831	Zfpm1
Crebl2	0.007720630380597245	0.0023116566642057764	0.02854356056775572	0.013396610224145332	0.0008278145695364237	0.0	0.008390823279155836	0.009145031517437587	0.02075557958097078	0.0053457190704639095	0	0.018198446065930362	0.0030906557761299744	0.0007436292399644061	0.016811863976073583	0.01431510860356639	0.030180357640015983	0.0008278145695364237	0.01447088457439796	0.0008278145695364237	0.007133160524200374	0.0031636865343891594	0.01972854577187983	0.021817989598106158	0.002289070526608831	0.009166887425599216	0.013367707315690688	0.00847184109993709	0.017808687985810714	0.0029676841893387057	0.0	0.0059124877856857145	0.011251239539754833	0.028821222595736943	0.018841062618923873	0.018271378514118437	0.0	0.006765594851149974	0.004275828832148893	0.031216823331172133	0.017619094167058796	0.004657795616270515	0.011473204590524913	0.010258844029910572	0.0	0.006135703322822713	0.007923902329210633	0.007133140708061048	0.027024743661249285	0.0	0.014762453492488007	0.008136228428439505	0.019686011996926243	0.02576816303870066	0.012053673716432645	0.006505421356757927	0.018470507844556044	0.01570742636647931	0.01556190051850341	0.013657802625663996	0.013881200352704962	0.014244357045212715	0.011464459858046061	0.0	0.007501351912537989	0.010867300703033064	0.012220164937022009	0.002086008589229947	0.015098411636101403	0.028327426457780365	0.007152672007279841	0.010640415498787904	0.01990445965788368	0.005167809117206227	0.0	0.02083868238884468	0.01017388033371833	0.006492853571178409	0.0	0.009222940435958988	0.007784380408562768	0.020967442453801152	0.018934138965703787	0.022576902654426596	0.004754329380391438	0.02160670169001354	0.019483526824353822	0.022558863040221307	0.015956475872685977	0.004515891751566159	0.007492385986135508	0.021708548458003765	0.013767970840544954	0.004694179364785465
Crebrf	0.013362229586472268	0.0	0.05625440268645456	0.023129447103961264	0.0024834437086092716	0.0	0.014575013128934453	0.01131708731506862	0.02146116214483584	0.007622058092393758	0.03533387100648646	0	0.0050965680660898125	0.003442568967103532	0.04668652076982438	0.03518994814257687	0.06309844822730992	0.0	0.02331038716507562	0.0016556291390728475	0.011595871840075232	0.009662235883332327	0.025450907943656852	0.028888628139007666	0.007261013276441339	0.01658982952918796	0.01606915961857769	0.026781129844027255	0.04088473754889765	0.006450729511887896	0.0008278145695364237	0.017627245016674325	0.01912796354190064	0.05540763921720356	0.03180896385232507	0.043379824197278496	0.0008278145695364237	0.015362803192031566	0.011441484805502763	0.05106654348565251	0.030589936516378546	0.011887345599510614	0.024069891254473244	0.018467409536092955	0.0008278145695364237	0.00826610132533042	0.011997411284218613	0.017281244850790273	0.03384769025217856	0.0	0.02889089327470666	0.02335486201813326	0.030210541495225805	0.03812298139007203	0.020035541360993874	0.015312302643949532	0.04241364908612596	0.029166334717475654	0.017025059805048287	0.028699438917740298	0.031402047742332365	0.025351439751872797	0.023049396058368664	0.0	0.011393713712559535	0.0176167654081003	0.015609801050841594	0.006450951218333577	0.02683874174403741	0.044717211930812434	0.007598743333372342	0.015561634867154771	0.047709532199441906	0.004256036595400525	0.0	0.04212282976411125	0.021161276289492638	0.005940794063934401	0.0008278145695364237	0.015297924072764651	0.01493631056207269	0.03763566581556302	0.02696112241684519	0.03414828426513883	0.013967918323572049	0.02441232717767737	0.031185788567910308	0.02282001149559735	0.018727034477398204	0.007341784313082921	0.012373427884664903	0.040660730583214434	0.02122746089556142	0.007611938698402566
Dach1	0.020720088160953117	0.003967285803278625	0.07458967748745528	0.020687723534588302	0.0037954987588751294	0.0	0.02326179139524464	0.020348756723315348	0.041676160728974475	0.008922730359843652	0.05412700937393867	0.05145429089000084	0	0.004670496131807566	0.06290132068897053	0.04058387332717723	0.07512028655652321	0.0	0.02742885307443978	0.0016556291390728475	0.011692508334392917	0.014537869851811219	0.04097746717098324	0.04050491929713402	0.00528201575722755	0.02045493620824486	0.015925259586815226	0.04083208926291386	0.047557078434373276	0.007520664321789036	0.0008278145695364237	0.02437733127039539	0.02845599585425801	0.06044016568986286	0.028426931141003968	0.07462389549643693	0.0	0.023906144844886894	0.010482719142117633	0.06166634462276495	0.04016027546490913	0.018307144157258613	0.03941908959371352	0.02936965800553641	0.0	0.017106353923341044	0.018614358014323974	0.017093395073494593	0.04605903279459846	0.0	0.04315566210729403	0.030116046382073058	0.047404489746152946	0.054937205754301874	0.024996851506766244	0.012161176449458142	0.054719993516832384	0.034070840087926026	0.02406746402690124	0.02356206731145325	0.041957035534605	0.03180648443364129	0.018282967450179224	0.0016556291390728475	0.01621358182173001	0.021647688636411273	0.03196425869518683	0.00790372853012003	0.03812461954303301	0.06444749771560287	0.013589740183230748	0.02785347241327042	0.06576870996097889	0.01134847074033515	0.0	0.046658141063984006	0.018157624877449697	0.0075540824547904	0.0008278145695364237	0.02915778180704812	0.01830545485425912	0.05198091030194379	0.05059607775852989	0.06448506484785406	0.01936122781804587	0.030264802647819573	0.05581991394854728	0.04056961736525849	0.034860980415664315	0.01023367908585701	0.021826430348131684	0.046290295116249325	0.02325650323616276	0.014069626717135193
Ebf1	0.0	0.0	0.0027068345511490326	0.00013985536139649195	0.0	0.0	0.0008672443456173999	0.00010951839838272894	0.00035104850734324697	5.157698280083835e-05	0.001237713722450505	0.0017171530578919732	0.0	0	0.0017914034065634932	0.00019542675051734113	0.0006837746895199529	0.0	0.00025294829761727205	0.0	6.91191666960695e-05	0.0	0.00036214402729298965	0.003809495881020795	-2.3597399116417665e-06	7.998260705929854e-05	0.00018717584537204736	0.00011027432313848725	0.0005355402262962194	0.0	0.0	0.00018568242241229633	0.0003368299632520849	0.00010527350333030374	0.000670389533611408	-6.51190399436251e-05	0.0	0.0002184839105524314	3.999613905829107e-05	0.00017508630388375125	0.0009106578425764119	0.002909075711293379	0.0008278145695364237	8.816657365654629e-05	0.0	0.0	0.00014601332956293116	2.2037313759701884e-05	0.002821112547863462	0.0	0.002026300564172175	0.0002349071367826317	0.0032513668536062715	0.0016603720244188912	0.007149916101385108	0.0056106394660650205	0.0001726034335270849	4.825235301961414e-05	0.0	0.000903223049360676	0.0012160494331959575	0.00029558360423543597	0.00026020313385557336	0.0	0.0051968195916669915	8.725860107654533e-05	0.0008278145695364237	5.198620973309897e-05	0.0025570136477154537	0.002596628102874177	0.00010533765681880208	0.0	0.002135843860610032	0.0007433192397432842	0.0	0.003079353235573065	7.657630919196163e-05	0.0	0.0	0.0	0.0016607725302695885	0.0010675201385464458	0.0009611994583801006	0.000312453436325939	0.0008278145695364237	0.0008278145695364237	-0.000242120240364717	0.0003535511850632397	0.0003682271059308495	6.315852501153248e-05	0.0	0.0002454843501971724	0.0002945985900618603	4.5851439474032624e-05
Erg	0.016987419582620115	0.0008278145695364237	0.05434590350125228	0.015523830583413447	0.0024834437086092716	0.0	0.017071374536178806	0.011018141466803895	0.03355059276694362	0.008114488448173517	0.03982661747050867	0.034775419857914554	0.00784575581755257	0.001462853027018048	0	0.029193865464377147	0.04647708166728518	0.0008278145695364237	0.01673185425457807	0.0016556291390728475	0.009888551903401325	0.009626548900070144	0.01757593049525671	0.018499189144442887	0.005067623667419496	0.019887575135064867	0.020612020186952792	0.015600856102628144	0.03697066790895285	0.0037251655629139077	0.0008278145695364237	0.01692733947483945	0.01699302080005469	0.04761448769611616	0.020427079350743355	0.04277642771368149	0.0	0.01586669353347013	0.009612379025553527	0.03510447474656137	0.026447145848511378	0.009308913741540888	0.02220228075062492	0.011449641140735592	0.0008278145695364237	0.010593832607233174	0.007433690618426481	0.00771302025348058	0.042007491829969226	0.0	0.01626069758476088	0.017095307747157406	0.0447176749868472	0.03338037295634585	0.015671370492367383	0.010084393845633427	0.030833286944737665	0.026811651365166368	0.010058964934800416	0.02859017574958059	0.020461842847039648	0.03069108053770828	0.010935412999352889	0.0016556291390728475	0.005504738274760405	0.013197309638857235	0.010317168187645758	0.0024810875367719423	0.023018026149995003	0.03638679264245657	0.012587843166460052	0.014676505296365558	0.038887010897551026	0.011491259634352697	0.0	0.03864336837013641	0.013531675392535093	0.005655058468611141	0.0	0.010687745378319681	0.008870692930397283	0.036286437567970654	0.03184890827617703	0.03926771703977589	0.015652497274659064	0.01914828594733629	0.02296413112727553	0.03041413785396451	0.022370229576207264	0.006839345531105528	0.007963380964241196	0.02730110011690647	0.012707181827095845	0.009544257674297337
Ets1	0.01177280500050701	0.002311656664205777	0.03249339495324648	0.007061840998735959	0.0008278145695364237	0.0	0.006651508478483626	0.01760752863737088	0.012177445970498583	0.0027355829307882597	0.024538735097921573	0.017788565840967108	0.002929145528580642	0.004181088907215569	0.03504722415656978	0	0.023389753270146186	0.0	0.016498258052625864	0.0016556291390728475	0.005574170164005103	0.007114676853041319	0.012087641179559152	0.017728798275526623	0.0008031045545960626	0.011320178306893714	0.006109525776380588	0.015727841344810978	0.01490864308646066	0.0008278145695364237	0.0	0.01623759337027702	0.011929475016611154	0.02621931544343025	0.01805250279801207	0.021347263439740635	0.0	0.009505045854092141	0.0022492882937769918	0.03059401901643607	0.014232856897509657	0.006952946536140359	0.016579702456491405	0.009296603450750346	0.0	0.008210767143341728	0.009683787620201282	0.00875342172265727	0.025638420214590403	0.0	0.01329146522825052	0.00972834961201371	0.02479045081728324	0.02124716411172397	0.00947233375806621	0.006108376367107151	0.023666054179350738	0.013864983997027902	0.012304391707724375	0.021633444369692858	0.015355417293732236	0.02300448701973583	0.013008239442284407	0.0008278145695364237	0.013276981693484981	0.008376925720079661	0.008984274199115565	0.002976787668913101	0.012419269941419243	0.0165474979250711	0.01246373742719939	0.007961608013102365	0.028821907565322435	0.007308156210206874	0.0	0.020423826134793734	0.008924476480945812	0.005366622386610627	0.0	0.010604075832440581	0.009617737527505315	0.01815652734013736	0.016460743357085514	0.018410932230129424	0.009109910907580725	0.018375678675926207	0.024505400390231087	0.01737106123238848	0.014428078382987115	0.004575358176411676	0.007806653911972673	0.022978240131574706	0.0053048857586679736	0.010558424725950609
Fosb	0.01771842458068379	0.003967285803278625	0.03621579653852388	0.01785621771287509	0.0008278145695364237	0.0	0.012199905791719244	0.012769401074869464	0.025792303545492484	0.007347217043281886	0.037362797058475866	0.03161314352221507	0.00812852344019855	0.006346579584320442	0.04176673692545718	0.03084656051552215	0	0.0008278145695364237	0.02774556572509915	0.0016556291390728475	0.0029526475071828266	0.014769086525569663	0.025698458247484075	0.0192086679163637	0.0043209185842870215	0.010097503564836291	0.0120500262472144	0.01928555024337726	0.03052099441341144	0.004865433568776271	0.0008278145695364237	0.017420921158464265	0.013947307293272603	0.03318434894260854	0.02280738717280971	0.040733182686601206	0.0	0.012456682626432495	0.0031628152356303436	0.046195253511210586	0.030046794559005156	0.01595528048138231	0.018316084455127925	0.022994115374134292	0.0008278145695364237	0.0166471965719723	0.011612013178942854	0.011075700046260007	0.035899582596524565	0.0	0.02647061358222605	0.011036548275512717	0.023494715044585432	0.03610389585409665	0.022019789910334327	0.011583724124439324	0.029960894540499064	0.027620328719290512	0.01732010883896942	0.026911362793859393	0.0174815791293721	0.01982679537695819	0.018177027392823	0.0	0.013019081114164234	0.014715065813795215	0.011477472328714386	0.006919795097720539	0.023230158710348916	0.03743765317787822	0.012143304370118199	0.01021769750927874	0.04940716785239763	0.007137877689501877	0.0	0.027728719540384347	0.01941955894169954	0.0033906500082778943	0.0	0.01263095185453255	0.004270046614247279	0.03446307355049939	0.03503720285274849	0.042858688882035936	0.013908236614529803	0.02129273299975668	0.028375526985368833	0.03509024651709293	0.022699841651821002	0.005230682191948355	0.012177886399435926	0.03374994078298477	0.01919501089341187	0.013686486952860016
Foxn3	0.03170654583229762	0.005622914942351473	0.09991533041958195	0.02598645668280424	0.003311258278145695	0.0	0.03130480398945069	0.02512238377132781	0.0423997181921254	0.008781959289291494	0.06668055170131768	0.057205723678028494	0.019292975984445408	0.007992617848766096	0.08123659420653394	0.04403167132726144	0.0822461718885156	0	0.038942452574380136	0.003311258278145695	0.013988030684985381	0.017387790644641826	0.04259513117936681	0.03854182020499009	0.012073165908609304	0.02265527634668789	0.02329996011337388	0.0484445498657807	0.06143519226915422	0.011487950125067656	0.0016556291390728475	0.03139158462552474	0.03297500960370127	0.0701810839346718	0.03444912873740915	0.0779059450530807	0.0	0.03166276827458148	0.008443417690289886	0.07391568265270407	0.05567346088452268	0.018872952340201914	0.046762818643559856	0.028434824720905666	0.0008278145695364237	0.034009217699208394	0.020271825687729988	0.018519762355939457	0.06239187932919284	0.0	0.04795667643951109	0.029441461128742543	0.05617452424781982	0.0574699295450682	0.02846067698129908	0.015699789986098202	0.05776883857304444	0.047900096625771646	0.02584143873071989	0.035451678390902255	0.05193115395150803	0.05315287094343087	0.026173288635740272	0.0016556291390728475	0.016539591655039623	0.025550547794537866	0.0403749788914744	0.009185536929260725	0.03881149664034634	0.07359134705825839	0.024109393533111312	0.0398411330555007	0.09053042740903809	0.021213360998184008	0.0008278145695364237	0.0647590595658431	0.0235828368528823	0.00777390348967722	0.0008278145695364237	0.035486638706309415	0.014059685597325778	0.07650189038012521	0.06260606878731688	0.07684106463258884	0.029589121845826506	0.051342659133542266	0.06903644051045582	0.04782175493791378	0.033068211702002366	0.009517874210240897	0.022828679345589863	0.0621736430438644	0.027295260723331966	0.019695939741271595
Foxo1	0.006533806556818802	0.0	0.02302718930774053	0.008355935327011139	0.0	0.0	0.009010454673013068	0.008296452857520347	0.009386099662601078	0.0017848579243385178	0.013721556802256321	0.01400137874343429	0.003132727108187296	0.0018956078815779492	0.028451082976640216	0.013168547724392543	0.017176657301634906	0.0	0	0.0	0.0018302302691349146	0.0024026394556931193	0.007763971704985212	0.014886444557895034	0.006588894587807949	0.006226630296090261	0.012545087653887491	0.006518869851985396	0.012477808919269112	0.0022413234682445546	0.0008278145695364237	0.004888013798392052	0.0057966546988487255	0.02146330962654318	0.005305887170025835	0.019539513724202113	0.0	0.004812981746259812	0.0018156396136238746	0.014790762104579549	0.007573399699220218	0.004242335210368966	0.005959924060218714	0.006400257717481902	0.0	0.003908953708982161	0.007002783627482362	0.005551720279781426	0.0116759671815939	0.0	0.005477190608439876	0.012377012481322187	0.013009745624139799	0.017638840852768428	0.006146909377168073	0.005035355525166686	0.008237146363763265	0.006992184237520184	0.00534924178930522	0.012113100665571731	0.006310643919370644	0.008000154968739702	0.0125871705111725	0.0	0.0062055612466497745	0.004502003084596875	0.0043324400341945455	0.0033964074800626634	0.013648629699261925	0.014758673750587464	0.00617617812495837	0.00620971068030399	0.02038994878160739	0.004321391000123927	0.0	0.011680485234228379	0.011443587914238131	0.0009516513079368705	0.0	0.003939788346875062	0.003272158356676588	0.012698657342608777	0.007403821447131875	0.015181068525589059	0.002194336127225661	0.010611840242794645	0.010774281248481923	0.011581036883324547	0.011986826636858435	0.003049756410338181	0.0016361031015971223	0.016417812637393687	0.00347729433544186	0.0021048233266385166
Foxo3	0.02655067962852481	0.004795100372815048	0.08185376959629351	0.028354615082255032	0.0019680825753987867	0.0	0.026905046870238855	0.024201091458705488	0.038547772700113836	0.010781124645113032	0.06931362667599143	0.06549514649038993	0.015449482137652779	0.006687285910792552	0.06749806966531607	0.04022687319257244	0.07237195391025675	0.0008278145695364237	0.036420932147269824	0	0.011226859701264743	0.016670709201873968	0.03885116031760661	0.04418053927454382	0.0034685881151090715	0.023236015348255545	0.014891758243997258	0.049767421643243166	0.061316643033169985	0.008520265935728957	0.0024834437086092716	0.017390327083931102	0.037835667334852274	0.06497584536193636	0.030276680204621976	0.0803887755323713	0.0	0.026691301498443266	0.00734003168433587	0.07836783420400502	0.04588417855929264	0.02230476786461241	0.04329733720742323	0.030604796003329375	0.0008278145695364237	0.027378225509367353	0.022892885093681644	0.024852118485257913	0.04299478314613727	0.0	0.04354085306870227	0.028366946655479213	0.060113659415968815	0.05280908077094882	0.03386092187938284	0.01440238243398417	0.05226403768172982	0.0331890881271986	0.03056183535803212	0.0361413752395655	0.04999583435898101	0.04749656567613986	0.028302942921606632	0.0016556291390728475	0.018596890654350454	0.03221194928516623	0.03581659420592346	0.015299430889177255	0.04246091764731018	0.07228186733646803	0.016101750236234533	0.0379044840058224	0.08427607972789296	0.01421547581788247	0.0	0.06331836940031453	0.032324986132878555	0.012092985398049082	0.0008278145695364237	0.030919402210201417	0.01794783414276425	0.06539666900986206	0.05620734898434276	0.06436104657841915	0.02639358408972579	0.04735814421723434	0.057914650548401586	0.0457568425321168	0.03579504648046165	0.013640394226637435	0.018624116247825517	0.05654075151372282	0.02346477479860814	0.018948126664939193
Gata1	0.007833117758114974	0.004795100372815048	0.05635018763098202	0.022520645139220582	0.0016556291390728475	0.0	0.02272134278396391	0.011254870957656878	0.018886666816026437	0.004059387573699921	0.050149780551073116	0.03380829217034146	0.003967285803278625	0.0034428817446233717	0.046280028449898224	0.03482888446349199	0.05193888758545359	0.0	0.02186791375533604	0.0008278145695364237	0	0.0026229384497854454	0.04318928765471472	0.03685511183110563	0.0017695735268363935	0.017716856184937815	0.012042018512021154	0.02202154023989841	0.04783153072866095	0.005521461093909199	0.0016556291390728475	0.017543956382844523	0.014910716171588049	0.05121250531270996	0.02501272702801564	0.04812261128692438	0.0	0.02487756056197522	0.0036413519126867054	0.05340108732393022	0.03192255955797663	0.01341587630360775	0.028106062978416287	0.02676914988017031	0.0	0.012980939131650417	0.02273232405792887	0.016364730150596966	0.03862644568728016	0.0	0.03236819870765482	0.02359053157549842	0.032897208867380644	0.0432374752474405	0.020500242814412727	0.010380742594191283	0.041175359109742585	0.025860269989734272	0.019990011387510147	0.02395475594358301	0.03994532972077857	0.0322333290197227	0.01769620949233819	0.0008278145695364237	0.008986547221971319	0.023890202867417342	0.02557395266641542	0.006096115740079433	0.03161357948081837	0.04852156060634036	0.001373889997309467	0.0298198177491128	0.06946423091409978	0.0016556291390728475	0.0	0.04159401944913229	0.014250778427999447	0.0001375165183647137	0.0008278145695364237	0.006503989284492649	0.009888512459475514	0.048038362131624435	0.0365468137428839	0.03837750450771981	0.012423856894920444	0.03156402057495078	0.03971562012122239	0.033243681079021994	0.027075831795659228	0.006706256086810478	0.01611502019533492	0.03354379804375885	0.015357499262780214	0.00021069490763415394
Gata2	0.022510969437716664	0.004795100372815048	0.0676339635025574	0.03696432738889024	0.0027958971449352104	0.0	0.025360763191434172	0.022224136071880153	0.040766857238125	0.008851337700636995	0.07449320920047212	0.05774056574717532	0.01116374444068126	0.0065214482383946235	0.06586106969023199	0.04395535130531629	0.07267959276152773	0.0	0.03907254448263235	0.0016556291390728475	0.012799617981561704	0	0.04587481797648688	0.04389699729645676	0.008195133687112291	0.02286467113064484	0.017646701835212397	0.027055793904136854	0.05807650526489018	0.007348877277385543	0.0008278145695364237	0.027987669846527344	0.028440951260030014	0.07433346155005385	0.03833998057812976	0.06994079721384351	0.0008278145695364237	0.028559534531652355	0.005818315128721344	0.0709578042134656	0.05053621061126526	0.019245669869882184	0.045448085246252726	0.02984344947472967	0.0	0.01997635103713095	0.025744489675341254	0.025476815559241896	0.05665660572028562	0.0	0.045292128645172576	0.030700415943924524	0.056918840151333895	0.055349128572511	0.029466927394989052	0.017086040914252063	0.04893867872805863	0.04931731123855892	0.028338811346350662	0.03626016273845746	0.046694420276456323	0.041880057294792584	0.029243195711668953	0.0008278145695364237	0.015345283153489674	0.029032232765853677	0.03657131164072739	0.01345184636776825	0.04519924365736891	0.0637244810031997	0.00812877403774747	0.032704703985371834	0.08194430565571915	0.010061907921646452	0.0	0.06060043107591267	0.02295422665444854	0.004879131731682687	0.0008278145695364237	0.014603903388051055	0.017935420794512623	0.06786723854004123	0.054658124362857885	0.06534169644901444	0.023909350262929004	0.04016331658732709	0.059573272261693226	0.048469865614720435	0.03143098107910632	0.012304501247043603	0.015211737383984125	0.04618991562955855	0.028153529988663613	0.008244581979471827
Gata3	0.004382092443376293	0.0	0.02242893999141248	0.010255464646179449	0.0	0.0	0.010981238092720998	0.002485724683314905	0.013047067872392746	0.008575908491133996	0.017720685031019076	0.012978112641907515	0.003030599377022915	0.0006031891838812964	0.015106694098204726	0.01391802072730446	0.02517878977031139	0.0	0.012407456021075266	0.0	0.0069393629526716925	0.0	0	0.019462319611483547	1.4462273539246519e-05	0.006634931619535009	0.018488608949547715	0.003722991932784125	0.02330190898179984	0.002241323468244555	0.0	0.008218884237979627	0.004906067859135774	0.02936923378370993	0.012291388744168194	0.0158255372516751	0.0	0.017758901404897585	0.004360130037845715	0.020894107182024106	0.01845635071605837	0.009647172618031757	0.008347253304559663	0.016236229918730995	0.0	0.0008278145695364237	0.008775903325048445	0.0035874222053167183	0.020028568528918277	0.0	0.009713935461263557	0.003960442674152675	0.017939094034307292	0.014371817969832206	0.009035850983301008	0.009495439783762242	0.016909458876095747	0.012627242645545192	0.013195155267704416	0.010186335163373939	0.0205545223035299	0.020699069915045387	0.009248599367174079	0.0016556291390728475	0.003881192385645998	0.005713667828286884	0.0023116566642057764	0.004032044537794936	0.015302976036955228	0.021540965267657395	-7.874509546870786e-05	0.004061995526165992	0.01778424674842462	0.0	0.0	0.027810879226143816	0.012848576243068417	0.0	0.0008278145695364237	0.0014838420946693528	0.008334583343867046	0.016007934361743907	0.015106374686781979	0.016580325877016817	0.007702232434563472	0.01710034387052829	0.010330338230537613	0.013765461334992594	0.01392063982696524	0.003927779934688479	0.0020796003157064306	0.019155598354491446	0.006981212978992879	0.0
Gfi1	0.03482375598016037	0.003967285803278625	0.06517467793175281	0.018973679226787547	0.0016556291390728475	0.0	0.009526043902922025	0.022363787158708084	0.03404384943737499	0.0032722288719876564	0.035462321912027715	0.05198069494010605	0.01846210254550746	0.005828397870431087	0.053488135414228866	0.030990124735640667	0.05521956399542449	0.0008278145695364237	0.022624158142555424	0.004966887417218543	0.011714015799085998	0.021200140771847793	0.017072955965561586	0	0.009829592572215337	0.013562993455067493	0.01827036595146916	0.03935164507932661	0.035878985592131825	0.0024834437086092716	0.0016556291390728475	0.02250774740666169	0.0326371536889761	0.03770784974547364	0.021983745027869806	0.053360361403339746	0.0	0.015907150154230342	0.002596403327613115	0.05173399851986276	0.030293966337556415	0.01451205066837536	0.03632937751644541	0.016294261908850017	0.0	0.03279505042832334	0.0162213434049163	0.00966109395608218	0.036356818110128225	0.0	0.03249138239348581	0.011697144239525132	0.031789973491130226	0.03863149221253492	0.013058248562881417	0.007019280379714251	0.031084434950259837	0.02707583758600008	0.010605783130408762	0.02759259283655023	0.00796537923317996	0.03603060045733398	0.018758747748465473	0.0	0.015616883887957797	0.007772780450400116	0.02460381925926283	0.0035967432019124853	0.018964071363190938	0.057450641680548455	0.02755019850112067	0.01627356908728964	0.055456970019872695	0.02235362900404636	0.0008278145695364237	0.031389620099743026	0.013825373983939125	0.014698997602093943	0.0	0.04832447195237575	0.003628715128634351	0.041039865704104055	0.029411485525881076	0.060630282314181085	0.01956181942671695	0.03904952105164202	0.04452246431895091	0.034120896010069804	0.030930422250714663	0.004989339237385977	0.009090859019256561	0.04489015057240695	0.01655561560998387	0.023790483424344047
Gfi1b	0.011961231810562682	0.004795100372815048	0.06160972645057342	0.02400873410821566	0.0027958971449352104	0.0	0.026045863280461358	0.016017218088440175	0.025872868453278387	0.008858499693497666	0.04980413390843108	0.04351928375166744	0.003311258278145695	0.005375839724963179	0.05615743727788956	0.03450094624606198	0.05068311259585158	0.0	0.027876933292091784	0.0008278145695364237	0.011933226937858386	0.0023116566642057764	0.04446536174007456	0.037236120032411446	0	0.019166001979056588	0.016769464619650305	0.02024530183140854	0.04738863741581609	0.00966053394159132	0.0016556291390728475	0.01861449148837455	0.021720208327418302	0.05197241652015639	0.026019950802750973	0.05337480606308194	0.0	0.02244047995440381	0.01060923637245961	0.06274150242753748	0.04274068089434944	0.014325053410242577	0.03361877698210174	0.029535349173556418	0.0	0.015222069369385605	0.024762979412558603	0.019462755126910328	0.038663868090408664	0.0	0.03306945947443998	0.024290836172781986	0.041185199677140814	0.03821134805543521	0.019068434347179097	0.013113323082639985	0.04401154967446601	0.03246517656360221	0.025784597329315186	0.026024401834044336	0.0493273719395826	0.04000274338268214	0.022283056070031303	0.0008278145695364237	0.01527788129226614	0.023547732724094057	0.024896040318924048	0.005954974019042936	0.03874224860859061	0.05442774218599721	0.003308421450594915	0.030659544088456905	0.06695786032798354	0.0016556291390728475	0.0	0.049659631204099726	0.020779384022176106	0.0004187370500673938	0.0	0.008732975857547868	0.019564254448818045	0.048699267719880146	0.04596378562371387	0.04701801418964135	0.016184619378296662	0.02932629381146953	0.0499720085108972	0.039086119886508085	0.03130363773493062	0.009401422082001882	0.015231134296949998	0.040860669176025856	0.02504492813181666	0.0018115922148014777
Hivep2	0.00037651997993062196	0.0	0.010094343840290204	0.003837407035047179	0.0	0.0	0.009531499786377573	0.0034515535802044865	0.004295815489890213	0.0018030122287425242	0.010558710927342991	0.006457967472901562	0.0008992053314745679	0.006480522650220448	0.013658146583839672	0.0061480566076041795	0.006956595371326297	0.0	0.004028366357738225	0.0	0.00030975481470854404	4.936273420355504e-05	0.0013386425061785948	0.008725270024434623	0.0016315670145329204	0	0.007663809390696892	0.004259745121290564	0.005813714850245406	0.0008278145695364237	0.0	0.0009752175741063066	0.00476139251325815	0.010419788905959801	0.011806843980846839	0.00478640380869798	0.0	0.005494195091753799	0.00018348455849319332	0.0053742324577961765	0.0051985178869648286	0.0007696040700076154	0.0035471270754824907	0.0026933629111752203	0.0	0.0008278145695364237	0.002310943967785715	0.0020483273432478546	0.008370995152229778	0.0	0.002750142769079671	0.0034703181123990857	0.006204137165898814	0.008337817997196363	0.002634446019230989	0.00796419878857866	0.003620178408972813	0.007260234174657535	0.0006046145916616662	0.003980732271384219	0.01137553608807191	0.00397544792427963	0.004988654498354481	0.0008278145695364237	0.0005673405083863051	0.001800278681168834	0.002553776904570494	0.00024813283572033465	0.004441013436154519	0.006327150674408431	0.0003234062886058038	0.0018592107186795011	0.010408786695299236	0.0016556291390728475	0.0	0.0022188786250259157	0.0005170065051900035	-0.00012341925308990162	0.0	0.0019295439146407233	0.004799569881289679	0.004881564695437249	0.00723612102710973	0.009310622517774774	0.0023981406856679326	0.00041894266268318567	0.0023433146942106894	0.003167424665498737	0.006835388869814543	0.00029319995708914715	0.00025907875901385024	0.005049834918881275	0.004625219397235083	0.0008965886912886308
