TE	Klf7	Fev	Nr5a2	Pbx1	Atf3	Creb1	Foxo3	Arid5b	Tcf3	Nfic	Nfyb	Hmga2	Hsf2	Ddit3	Meis1	Stat3	Patz1	Xbp1	Trp53	Hnf1b	Sox9	Hbp1	Etv1	Yy1	Isl1	Irx2	Vdr	Srebf2	Sp1	Bbx	Hes1	Zfp148	Ets2	Satb1	Pknox1	Crem	Nr3c1	Zeb1	Gata6	Tcf4	Rfx3	Mxi1	Tcf7l2	Lmx1b	Pbx3	Nr6a1	Nr4a2	Neurod1	Ehf	Meis2	Gabpb1	Ovol2	Nkx2-2	E2f1	Nfatc2	Pax6	Gabpb2	Foxo1	Plag1	Nfib	Bach2	Nfia	Mnx1	Nkx6-1	Pdx1	Pax4	Foxp1	Sox5	Nrf1	Foxa3	Fosb	Usf2	Mef2a	Zfp143	Nr2f6	Nfix	Cbfb	Zfhx3	Tcf12	Arx
Nfyb	0.020085023038020035	0.003802689106321847	0.026758310149618162	0.04643844468902819	0.018040021255208656	0.07814785087413356	0.05665880789076122	0.052979001846478926	0.006191880214827636	0.05322721999660183	0	0.06464162733214715	0.060576992464741165	0.06326543903673733	0.04067846801847474	0.03223459777053489	0.056229207949384984	0.0015891934843067143	0.0023837902264600714	0.04828086521964326	0.054015391391340976	0.004029284644448269	0.01678651458347215	0.0	0.003119763169203857	0.016080446767958615	0.03787567380913088	0.05861755423361768	0.04536182434875753	0.012188994837413283	0.0429554725970618	0.030059958613297046	0.061213602217533074	0.04199040763186736	0.06939793391617513	0.0526320156992221	0.04297767938631995	0.012310140679256848	0.0470820197017369	0.06929595377941818	0.06673513030722245	0.06603738679431613	0.05113325859358409	0.03872720023483149	0.0482419261409937	0.032252345968385165	0.044102528206556885	0.05224415967232844	0.00505166602947052	0.006281495824355905	0.0506865460509938	0.037424383285939014	0.07973774405135592	0.018535811441268663	0.02802486562554859	0.004983938169547268	0.04795555718250344	0.03300645208127649	0.014061177756232975	0.02733857606680235	0.014317885920922818	0.04155965943662735	0.035123945190872016	0.0	0.007329053412975525	0.026242210073454182	0.02171414076325555	0.02402259195529363	0.046734849470977134	0.03457796279043771	0.029479822847605478	0.0	0.06061342773079404	0.04285508355899165	0.04254592577788562	0.008133622305758459	0.00605685836227117	0.053644809205189194	0.0684770043950847	0.010046067084560729
Hmga2	0.012490947744534953	0.002400297144073159	0.016638553839289832	0.04053015501699884	0.015176329055333726	0.042645168931450095	0.03490366696427108	0.03494645221260234	0.0031783869686134287	0.027517297104118446	0.01624788472738943	0	0.03907810375674128	0.03695515232924111	0.02900265500703227	0.02240251419846875	0.04747998221552823	0.0	0.0023837902264600714	0.034037695524234135	0.03832676225475834	0.0016851708065896574	0.0072464393781303945	0.0	0.004326200950107796	0.01199032739173791	0.01731699408810202	0.03993741777048518	0.025908294792311968	0.00662681764233979	0.019952850319630948	0.028216253796363566	0.04381701403918049	0.022430817450928214	0.04673375828942664	0.03547024058350894	0.027863976327398777	0.00411135063749415	0.024268057524368003	0.05067940038811594	0.04301908624023143	0.04828845235435389	0.037979700413245415	0.024472157418314638	0.034920506485020736	0.021147631633318568	0.024410499317242925	0.025132489029716716	0.001274921228376705	0.0004946811671976683	0.039562029115558374	0.025972016060583858	0.04024513833658277	0.011770159484423802	0.02324999381748375	0.0030696275829180148	0.034706545674283606	0.030992756532237178	0.00572062608056829	0.021303370874058543	0.013475138838095507	0.023375085971168053	0.018729941674644472	0.0	0.004012660099368247	0.016579804313370427	0.0161215268903484	0.01453279659562679	0.03337297145612034	0.0165000530362495	0.019362959008102847	0.0	0.04357348359556441	0.04109540648301252	0.025474301991430803	0.008836110157922739	0.003972983710766786	0.034242765758885935	0.04735890005290907	0.009375193912632971
Hsf2	0.0068514551044245265	0.0030140621825783353	0.013393541846139384	0.017621175964328193	0.00807945674026863	0.03638569479328815	0.03165569203061027	0.02555266556784899	0.0015891934843067143	0.025166146130643205	0.011613321669880373	0.030311042522484264	0	0.019852540026054525	0.016755839512315157	0.008342561652619913	0.024710338823885084	0.0007945967421533572	0.0015891934843067143	0.030574871907602344	0.024060654927207673	0.0008905740644363003	0.006128099699032702	0.0	0.00252662788038811	0.004421571017411274	0.014008489656553727	0.026983710156768394	0.021605052884197357	0.007256520662093924	0.018390826155308883	0.00835016775970375	0.0279754118875943	0.022985901577877877	0.023538310805875533	0.017095600644186085	0.014867413266350856	0.007094661444526687	0.018975461827491734	0.03405730389543268	0.028941450045710686	0.03190867521747139	0.026257078753187012	0.015615137189173149	0.021361001596612444	0.01355133436227145	0.026746522269002468	0.02615658939606383	0.0022657091821004964	0.0032828901095883177	0.028531173753259528	0.017255900717426886	0.027590630271760497	0.009312491008994455	0.014698051315454328	0.003750928236482759	0.02196370596670238	0.011304766292151235	0.005616671813548666	0.02132809111491812	0.009649818579670464	0.016058890119161163	0.006688194952354974	0.0	0.005892596498199883	0.014652444050786185	0.013053240096156254	0.014081707512097657	0.019056630220333583	0.014877267837413796	0.018056082998632872	0.0	0.02399725986643161	0.02710446398154114	0.01938638012700999	0.0044620388653664215	0.0031783869686134287	0.033029741660856746	0.02724554526872175	0.009236862975884587
Ddit3	0.007151370679380215	0.004617062331331432	0.010088822408608141	0.021068827740728848	0.013810325906920311	0.03552089826894079	0.032881431418313685	0.025625208959040725	0.003972983710766786	0.023422762768945688	0.013059172037673485	0.03027927915200727	0.024426292497379234	0	0.014002230040246378	0.008012029218319672	0.022649122429310973	0.0007945967421533572	0.0023837902264600714	0.029345864922353394	0.04043087652254903	0.0010059868794753599	0.00882021958764189	0.0	0.00393283149759619	0.010419504945352745	0.024365860623286592	0.033895911119814874	0.022432342022770252	0.009175501591199084	0.012864051296115626	0.010348743765911916	0.033349303565077905	0.02361096160534425	0.02775000362417101	0.030977152815194028	0.01713251064083859	0.00505197150770423	0.024430738809964214	0.04501138383548206	0.02973584160435282	0.04152646126698477	0.02610563073309217	0.02597731772347712	0.022104354626176135	0.01717712134846115	0.016795196239156505	0.022925719447172806	0.003750433565578901	0.0008990998831282453	0.03189873348148209	0.022905991391075936	0.03339045216477518	0.01301103708754387	0.019197909643492394	0.0015202418509548488	0.019929368852241468	0.018945488442979972	0.004813061849108582	0.02057898468275959	0.007589124350778817	0.022014771538103245	0.013046284470411403	0.0	0.004298870035994553	0.01478598782264625	0.011056905879680522	0.010373723210302475	0.022686517947408103	0.014587195044478066	0.017114557161221323	0.0	0.03611492181060127	0.022670321890519776	0.015434103339782113	0.0038592125012879615	0.0017839590765486941	0.028098860711796743	0.03800450290111495	0.011877869456592582
Meis1	0.008011441015645823	0.003158476075986018	0.005314421129868505	0.02904400953314633	0.00887898454964314	0.028862760689225938	0.018072075227977085	0.014994719901483766	0.004767580452920143	0.021088515961066312	0.014132867802415036	0.027434727598802455	0.02982378214905014	0.021125630175990086	0	0.012123557306067886	0.024575023217844775	0.0	0.0	0.02117904681904032	0.013152897081879375	0.0	0.009384432526877401	0.0	0.003871306320075351	0.006762466074629591	0.011867537241691711	0.019340916877181456	0.013587498062897135	0.004407921138278942	0.014457161739669423	0.017021640047508925	0.019562990761792645	0.01197416284490297	0.025585259236735474	0.023752036773143193	0.01649682703380658	0.0037372125435131734	0.016012055051305218	0.022396216547559182	0.02582540691314245	0.02005908322772679	0.021792421337402185	0.013695641318170694	0.019425886705063008	0.008421210144039737	0.016230649901784147	0.021618274503932937	0.0029587961053712643	0.0012892779093510254	0.029394140989004655	0.014546773723019516	0.025884618297941628	0.013398508049502295	0.008322567330386955	0.005737569079526443	0.02014580368095341	0.013108735033790635	0.008125566401270868	0.017556620918916254	0.008574484675154067	0.013955787815156363	0.012434010508608151	0.0	0.0030141251045421417	0.006693241602204191	0.00565103815468633	0.00467470201489385	0.01939858384677232	0.010045642544069833	0.011786556137985566	0.0	0.028473947636175268	0.015386183648254134	0.014971863760655455	0.006868329565086195	0.0031783869686134287	0.01967097972302823	0.031356163933799	0.008945862159877633
Stat3	0.013195928877160042	0.005287785530610498	0.023340355797408043	0.04319657294397188	0.020025267533313247	0.06580782749533705	0.04817746255317848	0.050289874747995296	0.0053972834726742774	0.05588906601309665	0.027841116579374683	0.06766370985788768	0.056059843466189016	0.051207574212221586	0.03377457610873509	0	0.06680716570657233	0.0015891934843067143	0.0023837902264600714	0.04824418170372475	0.0561052205814668	0.0018005836216287172	0.015032349743633235	0.0	0.002324313426427166	0.017509895399004962	0.04567703464758699	0.05183995458786217	0.03941545052736916	0.016102234808494546	0.035473327217759226	0.030238009239959607	0.05097113686275885	0.045474023358167866	0.06319479653564963	0.046638644070238953	0.036186951374657834	0.01608191651419879	0.050244529698836506	0.07146486971843714	0.0650549590640765	0.07153651855537783	0.051969334969236884	0.03850222947706026	0.04225596142192493	0.02670833878792647	0.03360795475915006	0.060329170057993535	0.004211054169157163	0.004474785222818354	0.054880292286515725	0.04589724338776109	0.06377558755502187	0.01985700807169857	0.030719787223054754	0.00298538202607831	0.04475284175884788	0.03056399003705575	0.014165027048826861	0.03054269764748303	0.016273751970069243	0.027386407497906006	0.027319845329878332	0.0	0.007926531928777455	0.028712312193448546	0.02391259620471196	0.016918888182751685	0.048868192448070426	0.03770651828590965	0.022185555263662556	0.0	0.06028662317181055	0.03810493893864148	0.04322242615042868	0.006504664123273037	0.004962346045162123	0.05643485393457614	0.06788380460224114	0.018980104746790155
Patz1	0.017808878440006302	0.0061774594687365285	0.011663021072128044	0.027828123776333105	0.015409165516413567	0.05330857551681297	0.03921603118309481	0.028680452557530305	0.004767580452920143	0.03648909831520062	0.013909153448489026	0.04223756023845326	0.036327443816966336	0.0335365769553855	0.02621524514031795	0.014936500363359924	0	0.0007945967421533572	0.0023837902264600714	0.04092726628817218	0.03468074469837929	0.0010059868794753599	0.010883370014819269	0.0	0.004581923062389176	0.014142742066267639	0.023481736081903234	0.03105963537002898	0.034519839908980283	0.010734823205663038	0.030981554500736135	0.021425369213179498	0.034103954107562985	0.021813286800864553	0.04140595439698206	0.03871324077129787	0.02691554161224805	0.004719089223038788	0.03027190114858595	0.03706957422192665	0.04556165539005596	0.05521452623595085	0.030664503571339752	0.025732180222959356	0.029291885450312305	0.022008575498164987	0.034698109924255725	0.024071208578463208	0.006101540446159457	0.002413662096302828	0.03455107150542822	0.025797030002033695	0.03878451132651819	0.012763813109095298	0.02368269944001115	0.0046446121746486265	0.02681826971794647	0.03061567245487696	0.008747647635439011	0.016802827082581868	0.010043950777691485	0.02133279007366168	0.011704682402241741	0.0	0.00606729473935781	0.020453494319085667	0.014663298115513366	0.01318332002755794	0.031596161810598294	0.016209014057056367	0.015243215582017034	0.0	0.03719803807328496	0.02894982167238426	0.019707569679510147	0.0030872324240653957	0.004767580452920143	0.026456426012779383	0.036352570705553124	0.01010377644221051
Xbp1	0.023825602100109373	0.008324318663784762	0.03912238438919228	0.05871978735717401	0.024311924463682955	0.08075407895389643	0.06912452579893938	0.07065176984956763	0.006986476956980992	0.08613346541419306	0.03809842875672226	0.08612178082190658	0.06862161641059804	0.06886893058901573	0.044959712778779	0.03246364950350491	0.07189476675284356	0	0.003972983710766786	0.06218425504416624	0.08227412711625574	0.0013455788430325084	0.016400213539528283	0.0	0.007124552739303643	0.021123748113385195	0.05401128953363708	0.08571200847649803	0.05802102331548085	0.021829305725967276	0.04398214747941812	0.04028961231323557	0.07475181743593101	0.04733180565271994	0.07980865509418263	0.0674597293592047	0.05242959091484422	0.009646740896593536	0.06072650975465343	0.09018736933135936	0.09496238156319312	0.08837822721701215	0.0709896396911471	0.05270861660225787	0.060455839649930176	0.04455453615956682	0.04988254061230979	0.06540413091141929	0.006465921564986686	0.007743434642698873	0.08008799848001348	0.04857915531231125	0.08504419726682941	0.021340055547699986	0.03234266776919573	0.007646336941938717	0.06161602595478496	0.052317420308601606	0.013448298709829503	0.03739354349476609	0.020570254871516144	0.04549925925763283	0.02833161972047708	0.0	0.013632903636838181	0.033623071006771504	0.03158413787673558	0.024679891600451146	0.061674142088247556	0.037101580843459984	0.04847713109284326	0.0	0.08089372407163269	0.05468986783697533	0.05902762862846826	0.00993562256120377	0.007646051846577884	0.07178737552700626	0.09152515741535372	0.017034862912826115
Trp53	0.029822716722695045	0.0058115495947406864	0.036165010420381005	0.059849714974145214	0.028265785613398802	0.09425303611436049	0.07037304753521853	0.054117671841689176	0.013343250894207839	0.07051184416672952	0.039513570841609884	0.07170460205218299	0.07695188919652135	0.06648158264721252	0.04595380124599375	0.03718206300969191	0.07124260428347272	0.0031783869686134287	0	0.058505985793708845	0.06285617535273416	0.002740006735097243	0.01627981971452358	0.0	0.008620920030132283	0.022686399081193756	0.04966353277863938	0.06644136933755934	0.0508595722045595	0.01596721295593808	0.049527741888313825	0.04243742268634338	0.07650378791555534	0.04809255546209038	0.07356792855739042	0.06272855804602467	0.048959103660081806	0.012351894833459899	0.05208300166233521	0.08209685739765543	0.08395201327989468	0.08763302327200899	0.05741088826026713	0.046778603820209305	0.0606567441543623	0.03742497372759045	0.046666875447397754	0.0666143698561886	0.009386993305858612	0.008110861143932793	0.07213708447885439	0.04962889873686565	0.07861605359014388	0.024452655633724764	0.03158817708261023	0.0052396211255185355	0.0632714533836536	0.047267846316356235	0.012382610824552873	0.04157115761798146	0.025172197681735776	0.04404977355441122	0.03266837471130114	0.0	0.017800652939846937	0.03148410727123633	0.03207993341556047	0.024689907940898606	0.05161727238263917	0.030895090135867925	0.0370314350100974	0.0	0.07915715439459538	0.04530866161564435	0.04468830074123924	0.012003431766810986	0.008440648588731243	0.06928633792703222	0.0860641461748533	0.021409915126466495
Hnf1b	0.004602686730520921	0.0039533502302216824	0.01491924338286713	0.0177955409776087	0.007173450268008288	0.0424651141820452	0.0255948512539779	0.018436526614930043	0.0015891934843067143	0.01969997978546104	0.011296946729710258	0.026594739381553063	0.033967886433766324	0.023340477276663607	0.020552460312132384	0.011765399230052018	0.022944304121163397	0.0007945967421533572	0.0	0	0.02388865217845033	0.002440091160141554	0.0064225993906373655	0.0	0.003315225067773554	0.004547042512913007	0.0180010440885791	0.02588174725565175	0.014680892720358524	0.007151370679380215	0.012540204725624327	0.01454133979844083	0.029941893228336233	0.017628554259588706	0.03258360751415469	0.023784776510457104	0.02102200879314709	0.006856167091429152	0.015044468630903732	0.02494693062234556	0.0387559139453687	0.025197510337437636	0.022133890425860288	0.0155297100811891	0.024136985250885198	0.02201530531083312	0.012063929426112677	0.02149470940464281	0.0035939166699441344	0.004467664877964455	0.030584978730532997	0.020656322050166712	0.02597339168571378	0.008261095140456377	0.017323347077783987	0.0016683345136171604	0.021763800502678853	0.016774092709973043	0.005065960439141679	0.016340832955762115	0.004725120158407804	0.020644951775876292	0.009237783108770293	0.0	0.004012660099368246	0.013380799378708631	0.008595601709185342	0.012888909751611444	0.027769531082963806	0.007855573942630818	0.015303265377078736	0.0	0.026617767593778922	0.024352986217567936	0.014534078910468394	0.0038559479547699066	0.004467664877964454	0.01984261099134409	0.02972281096957326	0.004545037298258137
Sox9	0.024280606878705584	0.005579524296234933	0.02754544324748342	0.050632976145089326	0.023774554964673886	0.06653504984241135	0.04418263049852223	0.036327761962494584	0.004767580452920143	0.04963116428294107	0.024787810432784472	0.04252333755157646	0.0531849129794755	0.049252300459071884	0.03699398040135903	0.03338197033452298	0.051379914756561895	0.0015891934843067143	0.0015891934843067143	0.042416038543086426	0	0.0007945967421533572	0.013265754204135423	0.0	0.0059457834000898385	0.016319152688656455	0.03635857043399354	0.06046946297281202	0.03905972596274683	0.011664441800372858	0.029684787768529376	0.03425488934785087	0.04900194984356361	0.02618445550891564	0.06591669797406417	0.04771100381523449	0.045542687195221296	0.007524620950160119	0.029256441042867006	0.05769424601327164	0.07216762694951623	0.06036042559082147	0.0401232375588959	0.02720011776688477	0.0526010934157112	0.028005520800991553	0.03027332343862694	0.048500401455988114	0.005751564951756718	0.009100223478328133	0.06106106622808735	0.032545967304033425	0.06377002281874174	0.021027251042951223	0.02611268781623092	0.007448090160748547	0.043446811226604085	0.041112544386342424	0.0154560038841991	0.029466323209608066	0.016876401289700346	0.025121769923914933	0.023815686378549163	0.0	0.010972249678943863	0.02344697567184781	0.019474444028540417	0.02119481987960276	0.039088275209327124	0.02224019794501292	0.025650013238570867	0.0	0.05293967820480215	0.03445143923850361	0.024713302419316942	0.010795738760941356	0.007945967421533572	0.04362980349531174	0.06216521987111998	0.012368335335011534
Hbp1	0.025947115808049245	0.009304293156078476	0.04244614772104795	0.06394660072245965	0.029597942120902634	0.08768792723187219	0.06798046415790247	0.044929058980457605	0.006986476956980992	0.07019480163981538	0.035468531510535056	0.06401340506000719	0.0722353719934057	0.062311243207732875	0.04858196450893227	0.03273612329888873	0.07538611446145418	0.004767580452920143	0.0023837902264600714	0.06184708993879646	0.07129670905895823	0	0.014133339747141887	0.0	0.005797081021562323	0.023650814428091593	0.04993573518467881	0.06308329890012694	0.05356416572732698	0.022623902468120637	0.04310223724340502	0.044285267789715234	0.07707942370522758	0.046725940595472436	0.06715224328485642	0.06128793554906967	0.05501520963836231	0.012849618403106578	0.05229320111268309	0.08654423387637	0.09524110770378637	0.08143740168922912	0.0664795212592899	0.04019208232947639	0.05413918116112727	0.03454437688732963	0.037690780409065074	0.06159118484518299	0.007325165633116326	0.008575670441287707	0.07238161449982299	0.04699900495648906	0.08610418747165603	0.022894838786338013	0.03160383425080661	0.006708409055172288	0.06564379876003354	0.05101844902395976	0.01244437891595174	0.04490320788651929	0.024953934073636077	0.038843535334566484	0.03382735629122697	0.0	0.01844016047835978	0.0327780089263155	0.027147703808893385	0.024069013800187458	0.044628241055282514	0.029852180526219928	0.03082004760254542	0.0	0.08294972657610934	0.05443479750283299	0.05507882767507604	0.010091987437398251	0.009235245330884599	0.0764158630607587	0.08576960677352022	0.019762870876900037
Etv1	0.01003760925963067	0.004274170296469662	0.0334196258498177	0.04944503644665483	0.01869837299982926	0.05505282866312234	0.055247650897496635	0.049137811935447424	0.00778107369913435	0.04999832352536797	0.0273446905343149	0.06684990028602385	0.0618909765690482	0.06566600022036696	0.039266358287630074	0.01807192887176734	0.06156483182409572	0.0015891934843067143	0.0015891934843067143	0.04656916543838337	0.06789226178727072	0.0011508132507905288	0	0.0	0.0008905041021803076	0.01361910211184948	0.043122602652681544	0.05608288246522296	0.041278385591143336	0.01391321017427646	0.03962763230562171	0.021548663317349306	0.06403910348953466	0.03990730550057574	0.06386813286168055	0.041163490637195925	0.03270664186178239	0.008073843467128573	0.045435701245695605	0.07505359448042821	0.06147009003452955	0.06034817509861202	0.04829736495574001	0.03668510683078869	0.0425476185777383	0.031087673164727957	0.03698451020076981	0.05272977881402414	0.005037814813283174	0.0006297030197541343	0.049165932002940345	0.03588992557552165	0.06427488644485772	0.016568796564940758	0.03731549522695415	0.00025226263838052667	0.04641842264335954	0.028980589622142092	0.009627970593249985	0.029453721747193566	0.020577861457885486	0.029155148412729683	0.03610739817546762	0.0	0.002819359512300162	0.035080275268979895	0.015770473417781445	0.025693615461437006	0.047199950710412567	0.02589445819253149	0.03902742686764015	0.0	0.06169763886317674	0.04544397914713426	0.047536154576892364	0.007223880878989699	0.0031783869686134287	0.05423988151761757	0.05975246224451539	0.01121019606932621
Yy1	0.02518239093573863	0.006289078388706592	0.036286935391112565	0.0589668878543168	0.02617263643388855	0.08551323020464761	0.07374437870946676	0.05415117823565381	0.004602686730520921	0.06906727151545165	0.033826071641560373	0.06464821640440292	0.07841302388001126	0.07486490112862053	0.0505820459216246	0.03264420603713733	0.07288306845317451	0.003972983710766786	0.0023837902264600714	0.06863749410849551	0.0761405313106611	0.002440091160141554	0.015907323271167416	0	0.006565522360170693	0.02288957200396201	0.04400174845325219	0.07066092780973043	0.055750655929396514	0.014213125749232149	0.04423257215890347	0.04146515024824251	0.07607757452845954	0.05316890478246432	0.08902485497763513	0.06028958695414625	0.05488263018426424	0.010704740239853568	0.0599330561532154	0.09416599799403369	0.09796096548538111	0.08575572408298922	0.06406806671556489	0.0482368519509902	0.058182667015902585	0.03419583102746113	0.04385889528427252	0.06593590796571042	0.006432079887269376	0.008972968812364384	0.07436318748732583	0.049438086091642554	0.08173782503311776	0.026337945792106816	0.0386215256708675	0.006845305706321514	0.05419260838352808	0.041028065705680766	0.014752666381839204	0.04582798164505817	0.02385100032134813	0.033180507136632766	0.03478759602025626	0.0	0.010332742140431027	0.03218031808859979	0.03024173471351248	0.023940461777510174	0.053099853469663734	0.03916917747309059	0.04757476484129044	0.0	0.07497608629435792	0.05837757728920065	0.05196994648168481	0.010287818764421057	0.00605685836227117	0.07109898936249312	0.08600373975717947	0.013809966310366916
Isl1	0.01892299979463276	0.007349234828989803	0.03704262832349445	0.0639618946821052	0.03366268016582378	0.09760507094432999	0.07796028661773519	0.077155551648249	0.010164863925594418	0.07887520666740135	0.03485100934376777	0.08731748014237271	0.07738176791781486	0.09620505186141098	0.053138471393226784	0.03644618177138137	0.07968377565714987	0.0007945967421533572	0.0023837902264600714	0.06985164836998412	0.08402878125749884	0.002740006735097243	0.018291357525317548	0.0	0	0.019970482579454343	0.06257232506147888	0.07835313143457202	0.05450909300238628	0.012788825987324661	0.059053797780706546	0.041382591383145165	0.09236866995285486	0.052752527169844264	0.0807304533964992	0.07717318221753265	0.05785342677006782	0.012017990601369126	0.06494798553385044	0.10889550830713979	0.10740437134588009	0.10158982844654188	0.08139219038719825	0.05186272003046644	0.07167646754759929	0.04309426492961299	0.05653703133599731	0.08110965042144333	0.0037497148185112613	0.0006297030197541343	0.08381535270540418	0.05270581389837125	0.10166917268746452	0.028567191797930856	0.05052377441976133	0.00342953173047902	0.07440402231141256	0.05312600367683747	0.015131996773032137	0.047420414381633975	0.021967509409296884	0.04514210212808141	0.047890471959837554	0.0	0.0055621771950735005	0.045171745965572635	0.03410175099640529	0.027127622690656935	0.055470808529152135	0.043286340713433714	0.04791118921097422	0.0	0.08792588912501985	0.0530073409412304	0.05246395493021273	0.010880562372060634	0.00575694278731548	0.07730706529368364	0.10200766060509461	0.018763289908846438
Irx2	0.008718459480436891	2.5787026662256057e-05	0.023096000520884508	0.05072497601903634	0.01840044308219451	0.04955206965510003	0.048087844050029374	0.049099467409362635	0.00778107369913435	0.05090342249013042	0.011236409222144028	0.05238756624270159	0.04590366433034274	0.044077959747300825	0.03777274216138072	0.009162067334725608	0.03936122022899218	0.0	0.0023837902264600714	0.04964632903644162	0.05527153034395083	0.0024400911601415547	0.009396358015359117	0.0	0.0008187238941033021	0	0.03458889705511007	0.050100321411745224	0.03167697506619471	0.006491795789783323	0.04225008703373078	0.01523288253542124	0.05428546396403714	0.04083990001098489	0.06281080439645216	0.039417375093392215	0.030553587919628387	0.011193358886793604	0.04006063709201699	0.05608002275354012	0.05107851388911872	0.0628442888358077	0.05311032521213744	0.032460161031441066	0.046848056746511366	0.035467262124885345	0.03857604194744225	0.04954848792082111	0.0055790062575517855	0.0	0.03979151560703048	0.029552723264591997	0.06638753775181602	0.017653701830270867	0.03579612050804977	1.6169782304734563e-05	0.038044396378716316	0.014668728113892115	0.012287590409224898	0.03332260886802509	0.0128337720128557	0.032967105569021826	0.026092113245575668	0.0	0.0007945967421533572	0.03410559865579157	0.012136580717590701	0.020923044359239366	0.03481017776129394	0.030829003920702997	0.03949256634177963	0.0	0.04802895678519916	0.04093553539618762	0.03481725107063182	0.006549423063296554	0.0031783869686134287	0.05372690037343631	0.06076313589967506	0.004744753027375332
Vdr	0.004670197656799153	0.000940583775564657	0.02520477396049979	0.02744107609991875	0.015449047903381776	0.0475221351185179	0.03646225466087845	0.030935093490983757	0.0053972834726742774	0.04277928411404236	0.017918492544619066	0.046553095487375455	0.040173675627761106	0.03788546880082882	0.028141642080857468	0.008833317930242343	0.042008028006574855	0.0007945967421533572	0.0015891934843067143	0.03910522028016274	0.03920158213322934	0.003234687902294912	0.007544372417008526	0.0	0.0017101320268337618	0.008772494396533704	0	0.03542150076531456	0.028630914466531432	0.007286392531936681	0.027207176742379623	0.0107354042251093	0.04185389876695607	0.029933320165646583	0.04541172876161667	0.0365000460093858	0.030812549086807455	0.007090906137369285	0.02677153463945405	0.0460362444943578	0.04298115466648324	0.04999449649679055	0.03911540993471773	0.020851071083780277	0.041056298895984694	0.018112654528939676	0.030161508866462204	0.035404220216496814	0.002623161265528113	0.0	0.04067212842314287	0.031193272558545187	0.03904355217763767	0.01497538576705086	0.027026042425030494	0.0011532001535861966	0.042532383699213354	0.014044051416092482	0.010066910288021452	0.028785559531213385	0.016055998069269665	0.02683098050312572	0.02321759791466787	0.0	0.0007945967421533572	0.020512956684413275	0.012060233592545608	0.01432268500603683	0.03882719078997308	0.028355409556542463	0.028467484524620494	0.0	0.04136421860460644	0.02780346827101582	0.0341207218526113	0.0068484654619049975	0.0033731525608554076	0.0399281569409981	0.03890309330478948	0.014002548305039251
Srebf2	0.008245882996489262	0.003104243436357579	0.01280875681125345	0.025018512945384652	0.012605250108210753	0.035767837358095564	0.040300231752488105	0.02490987879412784	0.0023837902264600714	0.026080858121036356	0.016813226561624525	0.03694608560781108	0.03766236436367311	0.029948047185261024	0.026419801237035714	0.010026210164339446	0.027405987213836847	0.0007945967421533572	0.0015891934843067143	0.028293716981200406	0.02917111515064411	0.0	0.008417380411672396	0.0	0.0018801073067795033	0.008932692372878474	0.02052920538955701	0	0.025647472334090954	0.006297030197541344	0.020867936245221368	0.017294437048443762	0.030912086903968888	0.022548525386489035	0.028395369496080704	0.023236789491287907	0.01707369528216423	0.010107613394980819	0.020899289560119515	0.03981768754108585	0.04173979965546484	0.04667665100899146	0.02811233220095135	0.012472547943134677	0.0316321000159655	0.017635271164598267	0.024570131941311246	0.029899345346906882	0.0023688076915543074	0.001094512317109046	0.030748323872170764	0.02734923165181882	0.0508940953633383	0.013338302495378308	0.013247056453388027	0.0026024289730911428	0.021470407242139597	0.010879234447754809	0.010737177032177211	0.01517000672661546	0.010302531462326897	0.0164925295598085	0.01363780334102151	0.0	0.005242826127361694	0.02041548813965688	0.010422037948844163	0.015563701806315748	0.02581328644871168	0.01706346632925565	0.019176092267597283	0.0	0.0350696483622804	0.022108756332679086	0.020662023944639375	0.007863928072469786	0.0012892779093510254	0.02379866066218127	0.03466552071604155	0.005829657208964898
Sp1	0.00551223797414669	0.0020895755752239073	0.012499396911020191	0.020323378271653664	0.008856698807427716	0.031003815998495252	0.02049661745954011	0.013316332072685805	0.0030134932462142056	0.022327388065680652	0.008887631674512952	0.025581568066187825	0.019413545152806244	0.02251986400816988	0.01100347074266227	0.005129814567579326	0.02315725813106653	0.0	0.0015891934843067143	0.024219260978451316	0.01969836143404232	0.0	0.0033144420952780276	0.0	0.004780841971476767	0.0027908455396130094	0.013508232553636508	0.020533929254131094	0	0.0030134932462142056	0.018103147358853766	0.007447208103019088	0.023096634214746684	0.022426459860143813	0.02420565898154222	0.017364859975912122	0.017914353068907315	0.006955938283122233	0.0156852278642899	0.020808138021062857	0.02829972859231257	0.02069998920628668	0.02602217663169878	0.011934783926854932	0.019562815927722237	0.008931498953837607	0.018669208771003136	0.016280624772572236	0.0012405266598915507	0.0004946811671976683	0.022295269490112932	0.020219911324400038	0.027308241074069022	0.012143243351898059	0.013503727940072823	0.0042463661754401074	0.02326231519538786	0.01145523710992748	0.003239098249989618	0.014288022975037383	0.012473437245861524	0.01645849297566719	0.007840553759425703	0.0	0.0034783025435691176	0.01347460809362945	0.005480029243590866	0.008914568649625258	0.02215140044873851	0.011188834619314187	0.01699126906069069	0.0	0.018909818804450893	0.015795684007514743	0.01186944299959931	0.0034579876221720114	0.0025785558187020508	0.021183643263185226	0.029504520243532145	0.006156633224181598
