Gene,gamma,beta,offset,a,t,h,intercept
Klrk1,2.8774014,21.60543,-0.27173182,0.18484388,2.1577933,0.47781378,-0.001463035
Kmt2a,0.2870176,4.998094,0.0,1.0,0.5,4.9577265,0.0
Kmt2c,1.432744,1.112122,0.0,1.0,0.5,2.197232,0.0
Kmt2d,0.024765812,11.405377,0.0,1.0,0.5,3.2022674,0.0
Kmt2e,0.52206093,2.4200833,0.0,1.0,0.5,4.461255,0.0
Krt18,0.0051139165,122.8558,1.1646401,1.8338441,3.0181074,2.356262,0.022616442
Ktn1,0.550054,2.2104836,0.0,1.0,0.5,2.5843937,0.0
L3mbtl3,3.3412127,0.27321395,0.0,1.0,0.5,1.2033821,0.0
Laptm5,0.007936308,42.10555,0.0,1.0,0.5,9.269747,0.0
Lat2,0.011521334,114.2206,1.0474565,2.4975553,2.597632,3.4714613,0.05876095
Lax1,0.36530507,1.2864436,-0.54670376,0.6648633,-0.23762503,0.98155344,0.53146374
Lbh,0.07331647,7.3633933,0.0,1.0,0.5,2.8847497,0.0
Lbp,21.793566,751.1121,0.51826894,55.17111,0.8133181,2.532395,-0.0063466965
Lck,6.819884,13.055927,-0.23727855,0.3256248,-0.980831,0.6233594,0.025961304
Lcor,7.7851076,0.37456882,0.0,1.0,0.5,0.7377386,0.0
Lcp1,3.5813785,73.68874,-0.08089883,0.14218986,2.2898767,4.240041,0.29632303
Lcp2,7.506834,15.073037,0.19555199,2.1725109,-0.43036568,2.111911,0.04542137
Ldb1,0.022494778,971.5171,-0.95303404,3.5137384,0.4026388,2.4871166,0.026116362
Ldhb,0.012900759,40.97464,0.0,1.0,0.5,5.6065583,0.0
Ldlr,1.2529399,0.8551955,0.0,1.0,0.5,1.073185,0.0
Lemd3,1.3465823,0.8703867,0.0,1.0,0.5,0.73591965,0.0
Leng8,0.019201962,13.414168,0.0,1.0,0.5,1.4830282,0.0
Letm2,1.9590442,0.5405951,0.0,1.0,0.5,0.49820712,0.0
Lgals1,0.016084978,55.858994,0.0,1.0,0.5,32.59869,0.0
Lgals3,0.013492631,39.359447,0.0,1.0,0.5,3.2663002,0.0
Lgals3bp,0.0069851037,31.291063,0.0,1.0,0.5,3.0892506,0.0
Lgals8,0.28829664,2.7433007,0.0,1.0,0.5,1.7268944,0.0
Lgals9,134.43689,1066.0039,0.6455254,27.025635,0.5243645,3.478461,0.10302472
Lhcgr,3.1196184,0.25681412,0.0,1.0,0.5,0.5757764,0.0
Lig1,35.31221,240.45665,-0.76798,3.8313677,0.7161173,3.0203109,-0.10213694
Lima1,11.9869375,8.217899,0.04292479,13.219411,-0.02780098,0.845254,-0.027640827
Limd2,0.008957545,47.57623,0.0,1.0,0.5,9.956619,0.0
Limk2,1.1133794,0.9941486,0.0,1.0,0.5,0.6613581,0.0
Lims1,1.9335045,6.8519483,-0.48058543,0.473812,-0.48294795,3.5566604,1.3084409
Lmbrd1,0.71142405,1.1723667,0.0,1.0,0.5,1.0492469,0.0
Lmnb1,117.19188,784.6191,-1.4296896,6.7048664,0.61707175,5.2342086,-0.030649042
Lmo1,3.2804399,369.17233,0.18366025,11.685325,1.0211669,1.5466397,-0.0026121018
Lmo2,7.0168977,23.66068,0.60660964,2.1926813,-0.24231178,34.495445,0.086123966
Lmo4,0.062575385,15.0729475,0.0,1.0,0.5,50.98112,0.0
Lnpep,1.1139252,1.3334384,0.0,1.0,0.5,1.6167963,0.0
Lockd,0.118336976,7.24621,0.6646491,1.6440499,2.7449114,1.9602611,0.28148878
Lpar1,6.420827,3.2327857,-0.08217909,0.20410243,-1.7897633,0.28027725,0.048697624
Lpcat2,0.14457819,6.054614,0.14929391,1.2157115,2.0683181,2.0454767,0.09351188
Lpin1,8.136022,48.01544,-0.20078596,0.35368174,-1.1943352,1.0966994,0.007364505
Lpin2,64.35309,202.63672,-0.54589736,3.852522,0.49871063,0.8366525,0.049622513
Lpp,8.5116,2.1712177,-0.06016535,2.5144868,-0.38450652,1.5380431,0.26808533
Lrp10,0.23662291,2.652971,0.0,1.0,0.5,1.900158,0.0
Lrp6,1.0356278,1.249158,0.0,1.0,0.5,1.1756375,0.0
Lrrc57,0.251327,2.2723336,0.0,1.0,0.5,0.8188069,0.0
Lrrcc1,0.33559498,2.5742574,0.0,1.0,0.5,1.6574974,0.0
Lrrfip1,0.9088709,1.2846228,0.0,1.0,0.5,1.5618652,0.0
Lsp1,0.008210958,116.841286,1.252971,2.5949616,2.708865,3.429435,0.034384284
Lst1,13.488663,53.905132,0.65971756,14.428489,0.009489244,5.963107,-0.09676311
Lta4h,17.858236,100.46334,0.87701017,29.877422,0.92909783,9.682818,-0.05507675
Ltb4r1,24.263754,260.41785,0.19597594,25.682093,0.9736164,5.3651357,-0.00713838
Ltbp3,11.414675,48.67324,-0.06011447,1.351637,-0.6765349,1.5541005,-0.003214639
Ltc4s,48.384506,36.085968,-0.12794112,5.409349,0.41001508,0.22083898,0.028354729
Ly6c2,0.0020030052,389.6688,0.0,1.0,0.5,43.587547,0.0
Ly6e,0.0038012879,139.97287,0.0,1.0,0.5,46.786358,0.0
Ly75,4.3109546,1.989278,-0.027058689,0.9916797,-0.8986772,0.7473436,0.039728414
Ly86,0.22061248,2.4228144,0.7850097,1.6174359,-1.0604523,4.156727,0.2221257
Ly96,0.15420845,3.7847056,0.0,1.0,0.5,0.78589857,0.0
Lyl1,0.005414165,51.251606,0.0,1.0,0.5,6.205916,0.0
Lysmd2,0.042505752,10.333609,0.0,1.0,0.5,1.6254383,0.0
Lyz2,0.0011070643,224.24864,0.0,1.0,0.5,15.805207,0.0
Lztfl1,3.91689,10.460343,-0.06203648,0.5382227,-0.738395,1.582253,0.058426406
Lzts2,0.11569742,4.3569236,0.0,1.0,0.5,1.2100917,0.0
Macf1,0.9253134,1.5114894,0.0,1.0,0.5,3.2448347,0.0
Madd,0.71388334,1.2110229,0.0,1.0,0.5,0.8969831,0.0
Magi2,1.7632669,0.156497,0.0,1.0,0.5,0.583879,0.0
Malat1,0.007628886,0.025862392,-0.8280865,0.024544936,0.80767673,71.03801,-0.47255236
Mamdc2,2.8560631,0.29411802,0.0,1.0,0.5,0.5467596,0.0
Maml2,7.9216304,0.13038276,0.0,1.0,0.5,0.801262,0.0
Maml3,5.440459,0.20720726,0.0,1.0,0.5,2.209397,0.0
Man1a,1.4528162,1.9535085,0.12703401,0.23905905,-1.530561,0.987967,1.091242
Man2a2,0.27876255,2.2456062,0.0,1.0,0.5,1.0743258,0.0
Man2b1,0.020192986,21.2886,0.0,1.0,0.5,6.1597767,0.0
Map1lc3b,0.0070806886,41.018856,0.0,1.0,0.5,8.165745,0.0
Map3k1,0.5128073,35.61277,-0.35821828,0.18622951,-0.7476391,0.89325076,0.23185346
Map3k14,3.0074751,0.361602,0.0,1.0,0.5,0.7297872,0.0
Map4k2,14.72193,31.366241,0.09439548,11.312584,0.05260308,0.8923725,0.022216955
Map4k3,1.9955207,0.48998168,0.0,1.0,0.5,0.4539825,0.0
Map4k4,37.383694,70.80641,-0.38511118,4.6254306,0.34628385,1.0721424,0.07822691
Map7,13.977372,6.642785,-0.37997794,1.5890664,0.13792795,1.0355114,0.08735947
March6,2.1021993,0.67479306,0.0,1.0,0.5,1.3369176,0.0
March7,0.5038684,2.5234349,0.0,1.0,0.5,1.8296078,0.0
Marcks,1.7806504,248.56874,0.14761333,2.1383498,-0.46638808,1.9167817,0.020946695
Marcksl1,0.029813157,17.225283,0.0,1.0,0.5,4.4485664,0.0
Mast4,2.6905866,0.3980196,0.0,1.0,0.5,0.7476445,0.0
Mboat2,11.494463,3.8610907,0.040719908,13.534126,-0.03195377,0.988871,-0.05822062
Mbtd1,1.9292076,0.89008707,0.0,1.0,0.5,2.4585857,0.0
Mcm3,85.022095,1519.2787,-0.399526,3.8459127,0.7664384,4.3385777,-0.064109765
Mcm6,44.396122,236.45886,-1.0934994,4.067295,0.6976385,5.456214,-0.08470005
Mcoln2,16.120527,17.650204,-0.0999479,0.44909492,-1.1468544,0.6125109,-0.0041351793
Mcpt8,0.010528947,93.784996,0.0,1.0,0.5,152.02942,0.0
Mdfi,35.84756,328.51733,0.059198067,13.065908,0.12331032,1.9842492,-0.0016494357
Mdga1,69.62343,25.080498,-0.25481555,9.053962,0.49481595,0.6009665,-0.06970222
Mdm2,0.6312429,1.5532818,0.0,1.0,0.5,1.3853269,0.0
Mecom,9.112783,0.110907115,0.0,1.0,0.5,2.6829526,0.0
Med12l,10.412352,0.09057889,0.0,1.0,0.5,1.0547147,0.0
Med13,1.2554333,1.1384238,0.0,1.0,0.5,1.7664478,0.0
Med13l,1.4749871,0.90571713,0.0,1.0,0.5,3.1132934,0.0
Med14,2.0596077,0.563297,0.0,1.0,0.5,0.6293426,0.0
Mef2c,0.17830284,3.1128356,-0.31724367,0.01704209,1.9253157,2.5943358,2.2087553
Meg3,2.5757966,0.3066662,0.0,1.0,0.5,0.25445035,0.0
Meis1,3.2944643,0.32170334,0.0,1.0,0.5,5.7214885,0.0
Mfng,136.94319,2005.3042,0.3456131,35.554054,0.30963388,1.466718,-0.00696937
Mfsd2b,0.27251682,1.8245175,-0.74236906,0.40789044,0.22684129,1.2789578,0.39911324
Mfsd6,0.92209285,0.92637837,0.0,1.0,0.5,0.554943,0.0
Mfsd8,1.1264709,0.7434343,0.0,1.0,0.5,0.39107043,0.0
Mga,0.46968132,2.6082587,0.0,1.0,0.5,2.440971,0.0
Mgat1,3.9026823,47.41167,-0.36449808,0.21058235,-0.6905303,1.8338464,0.0076848567
Mgat4a,1.163823,0.94681525,0.0,1.0,0.5,0.59445345,0.0
Mgea5,0.63465106,1.8136587,0.0,1.0,0.5,1.9655865,0.0
Mgl2,0.39991388,393.03763,0.02633635,42.35048,0.9417693,2.3313146,-0.0015890347
Mgmt,4.994596,4.4913836,-0.11533634,0.50373477,-0.72594506,1.5444763,-0.021090217
Mgst1,0.01231494,50.78223,0.0,1.0,0.5,4.6176248,0.0
Mgst2,0.04593,13.407597,0.5807818,1.2096505,-1.1667721,2.0771797,0.046671774
Mgst3,0.010491335,54.071808,0.0,1.0,0.5,8.21019,0.0
Mib2,0.27175623,2.3726401,0.0,1.0,0.5,0.6772994,0.0
Mical3,22.360447,11.391094,-0.36997464,3.7085814,0.5151054,0.54993105,0.09090194
Micu3,0.76466864,1.2869424,0.0,1.0,0.5,0.773107,0.0
Midn,0.20811401,2.8753362,0.0,1.0,0.5,1.384552,0.0
Mier1,0.23452194,4.1519194,0.0,1.0,0.5,3.8236506,0.0
Mink1,0.59446037,1.6669902,0.0,1.0,0.5,1.2895628,0.0
Minpp1,0.32806733,2.7633107,-0.25598213,0.24151912,2.0283587,2.008108,-0.065589055
Mipol1,5.7731233,0.23531465,0.0,1.0,0.5,0.6289556,0.0
Mir142hg,20.653873,0.07118444,0.0,1.0,0.5,0.82480747,0.0
Mir155hg,0.369683,1.7428931,0.0,1.0,0.5,0.5381233,0.0
Mis18bp1,0.12813751,7.9327025,-0.49175915,0.03846957,-0.95449126,0.9409308,0.16188069
Mitf,3.1350646,0.29550272,0.0,1.0,0.5,0.45546624,0.0
Mki67,0.13129686,9.001056,1.752559,2.60685,-0.83965135,7.764592,0.2683802
Mkl2,0.8615518,1.3437843,0.0,1.0,0.5,1.1232086,0.0
Mkrn1,0.8942125,0.5798306,0.0,1.0,0.5,1.5218216,0.0
Mllt3,0.2858929,7.369282,0.7437144,4.906054,2.1746268,6.1701074,1.3770033
Mmrn1,0.09820092,9.818428,0.21711706,3.711755,2.4649851,1.5801815,0.09489499
Mn1,0.026492989,21.598957,0.117805414,3.272732,2.5024326,1.1825156,0.021167304
Mndal,2.7394164,5.5128508,-0.5842312,1.1749266,-0.21169963,3.2988565,0.5108223
Mns1,37.483788,284.31125,0.36366528,145.6314,0.5955004,2.6004794,0.01080481
Mnt,0.33690798,2.1818526,0.0,1.0,0.5,0.99223965,0.0
Mob1b,91.86143,111.30574,-0.48205143,3.7731884,0.4667833,0.8987849,0.038020417
Mob3a,0.20462692,0.94567937,0.0,1.0,0.5,1.8838845,0.0
Mpl,0.08987712,12.753706,0.5212288,3.1512446,2.6200607,1.97695,0.20438772
Mpnd,0.004411756,359.21826,-0.2679844,0.056062493,-1.4517962,0.91184855,0.00608046
Mpo,0.09989055,9.842192,0.0,1.0,0.5,209.9216,0.0
Mppe1,0.9634835,0.8077202,0.0,1.0,0.5,0.43964237,0.0
Mpped2,17.75219,9.080863,-0.056980386,1.5661287,-0.634104,0.9481028,0.025421876
Mpzl1,8.291416,10.012373,-0.071056835,0.5353144,-1.290794,0.71477103,0.017191282
Mrgpra2b,53.352345,1262.2429,0.041553587,53.820248,0.9300439,2.242449,0.0045749284
Mrpl52,21.339563,998.92206,-1.9653168,7.1693177,0.4547458,7.067701,0.03939071
Mrvi1,27.270617,42.95357,-0.22012919,1.8453133,0.46742257,0.24917184,0.0033717188
Ms4a2,0.24250485,4.045417,0.0,1.0,0.5,17.247795,0.0
Ms4a3,0.0984698,9.991819,0.0,1.0,0.5,51.09861,0.0
Ms4a4b,1.0203733,20.612387,0.08762123,2.7544813,-1.009113,1.9792308,0.009003316
Ms4a4c,8.495344,112.42521,-0.16884552,0.31196153,2.3461213,0.73257196,-0.001033885
Ms4a6b,0.039791405,55.46865,-0.36329642,0.20299341,2.0481253,1.4052852,0.010251945
Ms4a6c,0.5692358,1.7179486,0.0,1.0,0.5,12.215656,0.0
Msi2,3.566285,0.8692847,-1.2715834,2.05188,-0.14156134,7.46035,6.6881566
Msmo1,0.040177822,12.125019,0.0,1.0,0.5,2.411472,0.0
Msn,0.08844956,8.812175,0.0,1.0,0.5,7.079571,0.0
Msrb1,0.0180551,41.288033,0.0,1.0,0.5,10.940694,0.0
Mt1,0.010551161,67.40642,0.0,1.0,0.5,19.220566,0.0
Mt2,0.010119584,52.52876,0.0,1.0,0.5,5.3369226,0.0
Mtdh,5.9000387,52.088573,0.5090489,0.7571094,-0.44579148,10.05769,0.7737921
Mterf2,0.21772838,2.7427604,0.0,1.0,0.5,0.68838316,0.0
Mtmr3,2.687566,0.5969564,0.0,1.0,0.5,1.4904778,0.0
Mtor,1.3710265,0.75550187,0.0,1.0,0.5,0.7124484,0.0
Mtss1,47.9592,51.286804,-0.4074977,3.1995327,0.41991106,0.65775925,0.07220367
Mtss1l,23.080141,82.62707,-0.03613082,4.2127852,-0.2620827,1.3348691,0.0050348425
Muc13,274.3293,372.33002,-0.21629404,15.874897,0.45025286,2.9349136,-0.10315423
Mxd1,0.5491564,1.3449863,0.0,1.0,0.5,0.7369926,0.0
Mxd4,0.011682763,32.389965,0.0,1.0,0.5,4.6441674,0.0
Myb,42.79273,266.58817,-0.8307886,0.88864344,0.95082974,8.674288,-0.46851656
Myc,0.74790066,2732.811,-0.6269118,3.893924,0.5166769,4.0745296,0.12990545
Mycbp2,0.60554725,2.5187643,0.0,1.0,0.5,5.3589106,0.0
Mycn,0.012276408,40.09765,0.0,1.0,0.5,5.0358987,0.0
Myct1,0.04943552,9.529011,-0.08085624,0.008543511,2.2529218,1.1947589,0.4175886
Myh10,22.539862,19.51317,-0.576817,0.8604745,0.5222661,0.6655225,-0.04495379
Myh9,0.44256562,2.4398994,0.0,1.0,0.5,4.5936966,0.0
Myl10,0.015670162,56.93352,0.0,1.0,0.5,20.198673,0.0
Myl12b,0.014736306,44.072872,0.0,1.0,0.5,35.302906,0.0
Mylip,9.763017,18.517073,-0.118206054,0.40255776,-1.1362541,1.2182811,0.1888068
Mylk3,75.069916,157.22394,-0.47894818,3.655618,0.5525933,0.5809106,0.00399003
Myo10,0.86013556,0.96118945,0.0,1.0,0.5,0.41461936,0.0
Myo1d,4.243892,0.21964698,0.0,1.0,0.5,0.51490194,0.0
Myo1g,41.901794,47.927418,-0.15880965,0.14367628,2.5027225,0.9031372,-0.21676306
Myof,5.8011856,3.782108,-0.0900302,3.9098246,-0.25586376,2.0418599,0.17559113
Mysm1,0.3071954,3.310566,0.0,1.0,0.5,2.012758,0.0
N4bp2,0.4363755,2.6491008,0.0,1.0,0.5,2.2022521,0.0
Nab1,7.5738306,10.73648,-0.003078354,0.38789237,-1.0829393,1.3751614,-0.08207246
Nap1l1,278.38562,638.6129,-0.060855106,5.0615172,0.64235204,6.436164,-1.1195787
Napsa,2.4482899,173.11708,2.5682771,20.907122,0.9538111,10.923895,0.25866538
Narf,136.10529,362.34302,0.19047745,134.36307,0.51934654,0.5062857,0.0966255
Nbea,3.038705,0.2884617,0.0,1.0,0.5,0.66665035,0.0
Nbeal1,0.5585993,1.7886171,0.0,1.0,0.5,1.1749628,0.0
Nbeal2,0.0657372,6.5261254,0.0,1.0,0.5,0.99952674,0.0
Ncam1,2.9778018,15.247492,0.039293196,66.405464,0.90955347,2.4909866,0.0067399284
Ncf4,30.249022,499.51697,0.51258296,22.294199,0.9213153,2.7968442,-0.028419698
Nckap1,11.685761,9.638146,-0.43239835,1.285011,0.37453115,0.5197992,0.056563307
Nckap1l,0.5245974,1.717406,0.0,1.0,0.5,1.6675861,0.0
Ncl,9.7037525,204.76093,-0.94538826,4.718,0.6188936,20.523396,0.1465425
Ncoa3,71.38627,131.33304,-0.5158314,4.7726984,0.4314786,1.2381544,0.07193253
Ndrg1,249.82272,1239.4191,0.03213691,25.885515,0.4297474,1.0908347,0.042885028
Neat1,0.24211814,3.005818,0.0,1.0,0.5,2.9278078,0.0
Necap2,27.09802,1331.2867,-0.3945148,18.548231,0.6018669,1.898951,0.024302639
Nedd4,0.29169783,3.4728107,0.0,1.0,0.5,8.097366,0.0
Nedd9,3.6103957,0.22612898,0.0,1.0,0.5,0.5413411,0.0
Nek9,0.7581334,1.4910786,0.0,1.0,0.5,1.2277149,0.0
Net1,0.3135511,2.14413,0.0,1.0,0.5,1.419285,0.0
Neurl3,8.228652,1.8388441,-0.025729602,0.6920532,-1.2653195,0.71977454,0.0098566
Nf1,3.8669636,0.5102,0.0,1.0,0.5,0.71369445,0.0
Nfat5,5.989008,0.17941257,0.0,1.0,0.5,0.57069033,0.0
Nfatc1,0.5116625,1.6220193,0.0,1.0,0.5,0.85562813,0.0
Nfatc2ip,0.12028669,4.142091,0.0,1.0,0.5,0.9093081,0.0
Nfe2,0.016799835,28.889933,0.0,1.0,0.5,5.2533374,0.0
Nfe2l2,0.2068027,4.661701,0.0,1.0,0.5,4.359784,0.0
Nfia,1.6391119,0.80609083,-0.5647645,0.62864333,-0.6639693,2.6564212,1.9956899
Nfic,0.044756625,16.140858,0.0,1.0,0.5,5.6239376,0.0
Nfil3,3.9323323,50.213192,-0.04114791,0.42068323,2.4083657,0.6235479,-0.0041078916
Nfkb1,0.6415785,1.3306173,0.0,1.0,0.5,2.6163247,0.0
Nfkbia,0.08688815,4.9591284,0.0,1.0,0.5,5.9722953,0.0
Nfkbiz,4.4698453,0.21542647,0.0,1.0,0.5,0.5569907,0.0
Nim1k,9.086092,11.91087,-0.12222867,0.35493827,-1.2519985,0.6204199,0.011618587
Nipal3,0.6591061,1.4196322,0.0,1.0,0.5,0.62618935,0.0
Nkg7,0.005555624,136.22472,0.0,1.0,0.5,39.45996,0.0
Nkx2-3,0.034107372,26.173271,0.2734981,3.852557,2.4479802,1.7808517,0.04955102
Nlgn2,8.727196,29.321302,-0.1706995,0.39814466,-1.2052118,1.308715,0.038135737
Nlrc3,51.401554,92.55883,-0.10634566,8.371778,0.44040132,0.20690231,0.009748026
Nlrc5,5.6846886,1.1031847,-0.005547991,0.9485651,-0.85449487,0.8985236,0.028191641
Nmt2,0.53767437,1.9183235,0.0,1.0,0.5,1.4545486,0.0
Nol4l,4.119429,0.21058656,0.0,1.0,0.5,1.1225767,0.0
Notch1,0.121773995,86.27679,-0.31551597,0.20529233,-1.0497696,1.0528632,0.034255218
Notch2,0.33266962,3.3632083,0.0,1.0,0.5,3.600438,0.0
Npat,0.6594867,1.4966495,0.0,1.0,0.5,1.3898928,0.0
Npc2,9.723816,386.7076,0.68106925,0.73814875,1.5964053,11.241509,-0.046389833
Npepps,2.491,0.5365114,0.0,1.0,0.5,0.73573506,0.0
Nr1d2,0.45719,1.4712756,0.0,1.0,0.5,0.44274247,0.0
Nr3c1,0.7160197,137.47607,-0.54501635,2.4945526,0.39246994,1.6550001,0.47773692
Nr6a1os,9.147738,0.11826496,0.0,1.0,0.5,0.20602848,0.0
Nrgn,0.020280022,42.322372,0.0,1.0,0.5,23.001677,0.0
Nrip1,20.067862,42.520836,-1.5911226,2.6859748,0.25409696,3.3284614,0.42280084
Nrxn1,26.921362,0.04173668,0.0,1.0,0.5,1.11388,0.0
Nsrp1,0.14667918,4.2690554,0.0,1.0,0.5,2.8556,0.0
Nt5c3,49.61026,160.64873,-0.7474304,2.9875677,0.3731146,2.7654867,-0.09615817
Ntng1,1.8892795,0.5180132,0.0,1.0,0.5,0.3275087,0.0
Nucb2,0.1292598,1.0267429,0.26641983,0.47000104,-1.6813034,0.92541194,0.17863882
Nucks1,22.270864,291.79434,-1.3352712,4.6051035,0.60939544,8.027121,-0.21011089
Nudt7,50.438984,244.35677,-0.40429318,4.881664,0.48339218,0.82767206,0.02627389
Numa1,0.33227798,3.602006,0.0,1.0,0.5,3.604163,0.0
Nupr1,9.082705,55.8578,-0.009500218,8.144594,-0.087708205,1.6051629,0.0040484807
Nusap1,0.048509795,26.298603,0.8537172,3.5467372,2.245128,5.2571254,0.19255973
Nwd1,23.902735,39.983856,-0.015578679,3.9930377,-0.20000218,1.6539782,0.06293401
Nxpe2,1.0599816,0.9247506,0.0,1.0,0.5,1.7421125,0.0
Nynrin,10.615508,54.710194,-0.14058998,0.75886726,-0.8346449,1.3776952,0.008546827
Oas1c,10.831168,4.358018,-0.07812516,0.43406853,-1.3838792,0.7096891,-0.023878532
Oasl1,0.15648372,10.373546,-0.41394743,0.38742316,-0.29211992,0.6323859,0.06016667
Oasl2,4.768457,8.474661,-0.14103729,2.2380526,-0.36241868,2.151755,0.102643326
Ociad2,14.047992,214.93163,-0.08019395,1.2258914,-0.53175956,1.6376112,0.0073240716
Ocrl,9.847765,8.142484,-0.1681818,0.287539,-1.2387604,1.2226192,0.39949146
Odf3b,9.176781,4.3884845,-0.05591495,0.7383219,-1.058685,0.7651821,0.0033292917
Ogt,0.9065539,1.5057242,0.0,1.0,0.5,1.6283664,0.0
Olfr417,29.62294,48.386745,-0.597432,3.3301845,0.513995,0.70527244,0.014574109
Ophn1,7.6916966,2.6481543,-0.03007007,0.4811038,-1.4512562,0.37500256,0.024879152
Optn,0.16561373,6.599382,0.37662718,3.3606284,2.4644425,2.1445012,0.24504109
Orai2,0.9276521,18.76204,-0.18564646,0.20992585,-1.1589552,0.86800176,0.34676328
Ormdl3,0.025556307,16.796976,0.0,1.0,0.5,2.724369,0.0
Osbpl1a,42.543858,77.32555,-0.22909732,4.3813004,0.10015427,2.0164948,0.3033212
Osbpl2,0.6922208,1.2795936,0.0,1.0,0.5,0.8822863,0.0
Osbpl8,3.4852266,0.31808344,0.0,1.0,0.5,3.6935709,0.0
Osbpl9,1.1106329,1.2287909,0.0,1.0,0.5,2.0959375,0.0
P2rx1,6.857427,33.132122,-0.0818664,0.34082,-1.3242528,0.88622534,-0.0006723655
P2rx4,0.07808818,2.462926,-0.6957634,0.15304992,0.6706998,1.1927801,0.14431283
P2ry1,79.63866,131.1208,-0.4237302,5.83978,0.5224808,0.59812963,0.00031581582
P2ry14,0.74186057,0.9032662,0.0,1.0,0.5,1.7930439,0.0
P3h3,21.366964,152.72797,-0.079915956,1.1673672,-0.7229579,1.4165522,0.004527256
P4hb,25.774622,38.16911,1.0612563,33.067352,0.83339816,4.6051927,-0.42336416
Pacs2,0.52476317,1.4868243,0.0,1.0,0.5,0.6455202,0.0
Padi2,1.0553228,1.576858,-0.42266396,0.2077492,1.9860297,0.847382,-0.15093619
Padi4,7.1123962,9.2371855,-0.053737104,2.2976856,-0.31844872,1.6547344,0.039398786
Pafah1b3,0.009575075,27.176472,0.0,1.0,0.5,3.6271617,0.0
Pafah2,13.978548,32.223877,-0.24480382,0.5436504,-0.96233296,1.9812517,0.006803256
Pag1,4.0823727,0.26269335,0.0,1.0,0.5,0.869862,0.0
Paip2,27.325989,578.38776,0.20035397,5.2263045,0.31224632,8.433133,0.17870799
Palld,3.7854476,0.21216065,0.0,1.0,0.5,0.5612651,0.0
Pan3,4.2756815,0.26840582,0.0,1.0,0.5,2.41091,0.0
Pank1,138.01134,156.71342,-0.433557,4.7374353,0.46732122,1.0182927,-0.047958184
Paqr5,10.975178,11.454015,-0.13093083,1.081087,-0.5080587,0.91623795,0.009216729
Paqr7,6.011398,64.813515,0.13062695,3.9262767,-0.23857881,1.3808005,0.011737722
Paqr8,8.883321,8.239444,-0.093451604,0.30107218,-1.4120526,0.5593451,0.019637074
Pard3b,8.097537,0.13774583,0.0,1.0,0.5,0.92923987,0.0
Parm1,51.013393,32.822258,-0.5275947,5.116962,0.54038155,0.68172145,0.003756312
Parp11,1.2878238,0.61218214,0.0,1.0,0.5,0.7074008,0.0
Parp12,9.587856,25.115932,-0.122777745,0.53884655,-1.0123057,0.8866707,0.0037091712
Parp14,3.082382,2.051561,-0.054658607,0.7440829,-0.80432975,1.049457,0.077068076
Parp4,0.70060104,1.4058672,0.0,1.0,0.5,1.0539235,0.0
Parp9,0.30186716,2.793486,0.0,1.0,0.5,2.2041345,0.0
Parvb,26.540117,82.17058,-0.6002509,2.1138046,0.5999882,0.73011684,-0.013181859
Patz1,0.5145611,1.6927629,0.0,1.0,0.5,1.36707,0.0
Pbk,0.022558734,9.631647,0.7970858,1.860153,-1.0321218,2.6238108,0.053567655
Pbx1,13.858934,0.06685993,0.0,1.0,0.5,2.63092,0.0
Pbxip1,4.7468586,84.39395,0.04842124,1.228793,-0.6404816,1.6509328,0.020921277
Pcdh7,6.5441737,0.14188255,0.0,1.0,0.5,0.85705984,0.0
Pcf11,0.49497995,1.9994661,0.0,1.0,0.5,1.3883233,0.0
Pcgf3,0.65835786,1.3747464,0.0,1.0,0.5,0.7372672,0.0
Pck2,1.998601,0.43823597,0.0,1.0,0.5,0.752718,0.0
Pcmtd1,1.0844839,1.2071838,0.0,1.0,0.5,1.3910522,0.0
Pcmtd2,25.588245,101.326805,-0.06433733,2.2848845,-0.30265608,2.6973598,0.010538932
Pcna,0.062107872,13.131443,0.0,1.0,0.5,6.378892,0.0
Pcnt,0.37325594,2.5825427,0.0,1.0,0.5,2.0409677,0.0
Pcp4l1,8.2918005,235.86478,0.15345775,7.266488,-0.019066865,1.9938096,0.03360627
Pcyt1b,20.68129,35.900284,-0.21106347,4.0742693,0.46209085,0.29080614,0.016549869
Pdcd11,0.2933967,2.0936055,0.0,1.0,0.5,1.3420271,0.0
Pdcd4,3.2550876,0.317587,0.0,1.0,0.5,7.251476,0.0
Pde10a,2.2794185,9.905689,-0.3304887,1.167508,0.48081407,0.35664862,0.034006618
Pde4b,6.469372,0.15678081,0.0,1.0,0.5,1.4746401,0.0
Pde5a,24.98999,29.189331,-0.42421946,4.1524057,0.46532312,0.57920027,0.05027965
Pde7a,1.8668411,0.6826149,0.0,1.0,0.5,0.98122597,0.0
Pdgfd,5.222416,0.16524956,0.0,1.0,0.5,0.36498946,0.0
Pdgfrb,57.796795,237.69266,-0.48016706,4.531529,0.5064935,0.6731861,0.015084121
Pdia3,11.466169,587.3456,5.2644567,17.899168,0.89743537,20.17563,0.05047551
Pdia4,13.8810835,293.355,1.0754856,36.09248,0.79318315,2.7040684,-0.022997947
Pdia6,0.014878076,57.293217,0.0,1.0,0.5,21.842966,0.0
Pdlim1,40.621807,338.93427,-1.0276364,3.238075,0.40010017,2.5892725,0.0050585624
Pdzk1ip1,0.008953331,78.51867,0.0,1.0,0.5,11.832525,0.0
